Projeto,Ano,Tipo,Ementa,Situacao,Autor,Codigo_Tipo,Id_Projeto_Camara,Data_Projeto,Tramitacao_Encerrada,Aprovado
127,2017,Pedido de Informação,E. M. Ilva Mello Reis - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,64487,,,
126,2017,Pedido de Informação,E. M. Jerônimo Vieira Tavares - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,64486,,,
125,2017,Pedido de Informação,E. M. Doutor Antonino Lessa - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,64485,,,
124,2017,Pedido de Informação,E. M. Almerinda de Oliveira Tavares - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,64484,,,
123,2017,Pedido de Informação,E. M. Cosette de Alencar - FISCALIZA JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,64109,,,
122,2017,Pedido de Informação,E. M. Clotilde Peixoto Hargreaves - FISCALIZA JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,64107,,,
121,2017,Pedido de Informação,CEM - FISCALIZA JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,64106,,,
120,2017,Pedido de Informação,CRAS Leste - FISCALIZA JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,64105,,,
119,2017,Pedido de Informação,CRAS Nordeste - FISCALIZA JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,64104,,,
118,2017,Pedido de Informação,"Solicita ao Exmo. Sr. Prefeito Bruno Siqueira para prestar informações, através da Secretaria de Meio Ambiente, sobre o seguinte: 1. Quais os critérios usados para autorizar as pessoas que atualmente exploram o comércio de alimentos e venda de produtos no espaço físico do Parque da Lajinha? 2. Qual é a modalidade contratual usada para autorizar o comércio no local? Há controle da administração sobre os alimentos/produtos disponibilizados ao público? 3. Há planejamento ou possibilidade de estabelecer exploração formal de lanchonete/restaurante, ou similar, para melhor atender ao público, proporcionando controle mais eficaz da qualidade dos alimentos e produtos disponíveis? Se positivo, o que a SMA tem em seu planejamento para tanto? ",Aprovado,Dr. Fiorilo,PEDIF,64024,,,
117,2017,Pedido de Informação,Vans Escolares Clandestinas,Aprovado,Dr. Adriano Miranda,PEDIF,63939,,,
116,2017,Pedido de Informação,Informações sobre o Projeto Olho Vivo,Aprovado,Júlio Obama Jr.,PEDIF,63808,,,
115,2017,Pedido de Informação,UBS do Bairro São Pedro,Aprovado,Júlio Obama Jr.,PEDIF,63181,,,
114,2017,Pedido de Informação,Solicitação de Informação de Bem Público,Aprovado,Vagner de Oliveira,PEDIF,63885,,,
113,2017,Pedido de Informação,Ligação irregular de rede de água e esgoto.,Aprovado,Rodrigo Mattos,PEDIF,63830,,,
112,2017,Pedido de Informação,Requerimento - Solicitação de Informação - Falta de Sinal,Aprovado,"Marlon Siqueira, André Mariano, Vagner de Oliveira, Delegada Sheila",PEDIF,63764,,,
111,2017,Pedido de Informação,Solicitação de informação acerca das reclamações em geral dos serviços de telecomunicações,Aprovado,Marlon Siqueira,PEDIF,63759,,,
110,2017,Pedido de Informação,Solicitação de informação sobre reclamações sobre serviços de telecomunicações,Aprovado,"Marlon Siqueira, André Mariano, Vagner de Oliveira, Delegada Sheila",PEDIF,63756,,,
109,2017,Pedido de Informação,Contenção de encostas,Aprovado,Sargento Mello Casal,PEDIF,63676,,,
108,2017,Pedido de Informação,Interdição de casas no bairro Eldorado,Aprovado,Sargento Mello Casal,PEDIF,63674,,,
107,2017,Pedido de Informação,Candidatos que prestaram Concurso para Fiscal de posturas,Aprovado,Delegada Sheila,PEDIF,63563,,,
106,2017,Pedido de Informação,Informação referente a paralisão de obra no canteiro central na Avenida Juscelino Kubitschek,Aprovado,Kennedy Ribeiro,PEDIF,63524,,,
105,2017,Pedido de Informação,Informações junto a Secretaria de Agropecuária e Abastecimento referentes aos produtores rurais,Aprovado,Kennedy Ribeiro,PEDIF,63430,,,
104,2017,Pedido de Informação,Secretaria de Saúde,Aprovado,Sargento Mello Casal,PEDIF,63570,,,
103,2017,Pedido de Informação,Regularização de Loteamento,Aprovado,Sargento Mello Casal,PEDIF,63566,,,
102,2017,Pedido de Informação,Fiscaliza JF - Praça Poeta Daltemar Lima,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,63375,,,
101,2017,Pedido de Informação,Fiscaliza JF - CRAS SUL,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,63374,,,
100,2017,Pedido de Informação,Fiscaliza JF - CRAS Centro,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,63373,,,
99,2017,Pedido de Informação,Situação dos veículos de transporte urbano que diariamente apresentam defeitos em via pública.,Aprovado,Delegada Sheila,PEDIF,63333,,,
98,2017,Pedido de Informação,Secretaria de Educação,Aprovado,Sargento Mello Casal,PEDIF,63327,,,
97,2017,Pedido de Informação,Denominação de Logradouro Público,Aprovado,Sargento Mello Casal,PEDIF,63319,,,
96,2017,Pedido de Informação,posto saúde bairro nossa senhora das graças,Aprovado,Sargento Mello Casal,PEDIF,63273,,,
95,2017,Pedido de Informação,Autorização de uso de máquinas da prefeitura no bairro Eldorado,Aprovado,Betão,PEDIF,63254,,,
94,2017,Pedido de Informação,Manutenção de Elevadores,Aprovado,Dr. Adriano Miranda,PEDIF,62882,,,
93,2017,Pedido de Informação,Solicitação,Aprovado,Dr. Antônio Aguiar,PEDIF,62840,,,
92,2017,Pedido de Informação,Escola Municipal Quilombo dos Palmares - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62825,,,
91,2017,Pedido de Informação,Escola Municipal Santa Cecília - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62824,,,
90,2017,Pedido de Informação,Escola Municipal Elpídio Corrêa Farias - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62823,,,
89,2017,Pedido de Informação,E.M. Oswaldo Velloso - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62822,,,
88,2017,Pedido de Informação,E.M. Álvaro Lins - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62820,,,
87,2017,Pedido de Informação,Escola Municipal Áurea Bicalho - Fiscaliza JF,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62819,,,
86,2017,Pedido de Informação,Interconstrutora,Aprovado,Sargento Mello Casal,PEDIF,62812,,,
85,2017,Pedido de Informação,Itinerário de ônibus,Aprovado,Sargento Mello Casal,PEDIF,62810,,,
84,2017,Pedido de Informação,"Requeremos, nos termos Regimentais, após a aprovação do Plenário da Câmara, seja oficiado ao Exmo. Sr. Prefeito Bruno Siqueira para prestar informações sobre o seguinte: Quando terá início a obra? Qual o prazo para o seu término? Da construção da Ponte da Av. Santa Luzia com a Rua Água Limpa, Bairro Santa Luzia.",Aprovado,Dr. Fiorilo,PEDIF,62804,,,
83,2017,Pedido de Informação,vans escolares,Aprovado,Charlles Evangelista,PEDIF,62705,,,
82,2017,Pedido de Informação,Ecopontos,Aprovado,Sargento Mello Casal,PEDIF,62778,,,
81,2017,Pedido de Informação,UBS,Aprovado,Sargento Mello Casal,PEDIF,62775,,,
80,2017,Pedido de Informação,Sobre aquisição de exames Doppler nas UPAS (Unidade de Pronto atendimento).,Aprovado,Cido Reis,PEDIF,62779,,,
79,2017,Pedido de Informação,Informação sobre membro da Secretaria Municipal de Educação no Conselho Municipal de Saúde,Aprovado,Betão,PEDIF,62782,,,
78,2017,Pedido de Informação,"Requeremos, nos termos Regimentais, após a aprovação do Plenário da Câmara, seja oficiado ao Exmo. Sr. Prefeito Bruno Siqueira para prestar informações sobre o seguinte:",Aprovado,Dr. Fiorilo,PEDIF,62756,,,
77,2017,Pedido de Informação,Inicio de bairro,Aprovado,Dr. Antônio Aguiar,PEDIF,62699,,,
76,2017,Pedido de Informação,"Informações sobre o Contrato de Locação, firmado em 19 de abril de 1993, com a Pirâmide Imobiliária Ltda, através do Processo Administrativo nº 726/1993.",Aprovado,Wanderson Castelar,PEDIF,62737,,,
75,2017,Pedido de Informação,Informações sobre a operação do Aeroporto da Serrinha,Aprovado,Betão,PEDIF,62692,,,
74,2017,Pedido de Informação,Restaurante Popular,Aprovado,Charlles Evangelista,PEDIF,62557,,,
73,2017,Pedido de Informação,Construção de Salas de Aula,Aprovado,Júlio Obama Jr.,PEDIF,62452,,,
72,2017,Pedido de Informação,AUSÊNCIA DE RAMPA / CORRIMÃO,Aprovado,Júlio Obama Jr.,PEDIF,62416,,,
71,2017,Pedido de Informação,Vagas para Escola Municipal Tancredo Neves,Aprovado,Júlio Obama Jr.,PEDIF,62409,,,
70,2017,Pedido de Informação,Informação sobre petição protocolada para doação de terreno,Aprovado,Betão,PEDIF,62555,,,
69,2017,Pedido de Informação,Demissões dos Vigias (Caic) Santa Cruz,Aprovado,Cido Reis,PEDIF,62456,,,
68,2017,Pedido de Informação,SOLICITA INFORMAÇÃO SOBRE A QUANTIDADE E QUALIDADE DA MERENDA ENTREGUE NAS ESCOLAS MUNICIPAIS,Aprovado,"Betão, Ana Rossignoli, Vagner de Oliveira, Júlio Obama Jr., Marlon Siqueira",PEDIF,62329,,,
67,2017,Pedido de Informação,Fiscaliza JF - E.M. Tancredo Neves,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62337,,,
66,2017,Pedido de Informação,Fiscaliza JF - Largo do Riachuelo,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62336,,,
65,2017,Pedido de Informação,Fiscaliza JF - Creche Carlos Ananias,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62335,,,
64,2017,Pedido de Informação,Fiscaliza JF - UBS São Pedro,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62333,,,
63,2017,Pedido de Informação,Fiscaliza JF - UBS Jardim Natal,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62332,,,
62,2017,Pedido de Informação,Fiscaliza JF - Praça Dom Bosco,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62330,,,
61,2017,Pedido de Informação,Fiscaliza JF - UBS Vila Esperança I,Aprovado,"Rodrigo Mattos, Dr. Antônio Aguiar, Delegada Sheila",PEDIF,62328,,,
60,2017,Pedido de Informação,Licitação do Aeroporto da Serrinha,Aprovado,Sargento Mello Casal,PEDIF,62233,,,
59,2017,Pedido de Informação,Manutenção dos Elevadores da Prefeitura,Aprovado,Júlio Obama Jr.,PEDIF,62185,,,
58,2017,Pedido de Informação,Banheiro Adaptado,Aprovado,João Coteca,PEDIF,62191,,,
57,2017,Pedido de Informação,Programa Minha Casa Minha Vida,Aprovado,Sargento Mello Casal,PEDIF,62172,,,
56,2017,Pedido de Informação,Creches Conveniadas,Aprovado com Encaminhamento para Executivo,Júlio Obama Jr.,PEDIF,62040,,,
55,2017,Pedido de Informação,Programa Minha Casa Minha Vida - faixa 1,Aprovado com Encaminhamento para Executivo,Sargento Mello Casal,PEDIF,62029,,,
54,2017,Pedido de Informação,Solucionar o Impasse dos Usuários do Programa Auxilio Moradia.,Aprovado com Encaminhamento para Executivo,Betão,PEDIF,62020,,,
53,2017,Pedido de Informação,Informação e relatório dos cursos de capacitação dos funcionários do transporte coletivo urbano.,Aprovado com Encaminhamento para Executivo,Ana Rossignoli,PEDIF,61925,,,
52,2017,Pedido de Informação,Solicita informações a respeito da falta de cardiologista nos plantões da UPA Norte.,Arquivada,Sargento Mello Casal,PEDIF,62891,,,
51,2017,Pedido de Informação,Solicita informações junto a secretária de saúde a respeito de repasse de verbas para o Programa Farmácia Popuar,Arquivada,Júlio Obama Jr.,PEDIF,62890,,,
50,2017,Pedido de Informação,Solicita informações a respeito do Fundo de Previdência Municipal,Arquivada,Betão,PEDIF,62889,,,
49,2017,Pedido de Informação,Solicita informação referente ao serviço de visitação ao Morro do Imperador,Arquivada,Júlio Obama Jr.,PEDIF,62888,,,
48,2017,Pedido de Informação,Solicita pedido de informação junto a Secretaria de Educação,Arquivada,Kennedy Ribeiro,PEDIF,61622,,,
47,2017,Pedido de Informação,Solicita pedido de informação junto a SETTRA,Arquivada,Dr. Adriano Miranda,PEDIF,61621,,,
46,2017,Pedido de Informação,Solicita informações sobre Termo de Compromisso e Responsabilidade firmado entre o Município de Juiz de Fora e a Associação Salgado de Oliveira de Educação e Cultura — ASOEC.,Arquivada,Zé Márcio,PEDIF,61505,,,
45,2017,Pedido de Informação,Solicita informações sobre as Residências Terapêuticas.,Arquivada,Betão,PEDIF,61506,,,
44,2017,Pedido de Informação,Solicita informações referentes a reforma da UAPS e a creche do bairro São Benedito,Arquivada,Rodrigo Mattos,PEDIF,61414,,,
43,2017,Pedido de Informação,Solicita uma resposta para aos usuários que fazem fisioterapia pelo Desat (Departamento de Saúde do trabalhador) sobre os vales transporte que foram cortados pelo Sintub.,Arquivada,Cido Reis,PEDIF,61374,,,
42,2017,Pedido de Informação,"Solicita informação sobre uma travessa que fica localizada na Rua Martins Barbosa, ao lado do n° 1175, entre a Escola Municipal Ana Sales e o Condomínio Ana Sales, Bairro Benfica.",Arquivada,Cido Reis,PEDIF,61373,,,
41,2017,Pedido de Informação,"Solicita informações a respeito da Creche Maria Braga, bairro São Benedito",Arquivada,Betão,PEDIF,61205,,,
40,2017,Pedido de Informação,"Solicita informações a respeito de um imóvel na rua Luiz Fellet, bairro Santo Antônio",Arquivada,Betão,PEDIF,61208,,,
39,2017,Pedido de Informação,Solicita informações a respeito de um terreno no bairro Caiçaras,Arquivada,Dr. Fiorilo,PEDIF,61203,,,
38,2017,Pedido de Informação,Solicita junto ao DEMLURB informações sobre recentes quebras e acidentes ocorridos com caminhões de coleta.,Arquivada,Dr. Adriano Miranda,PEDIF,61188,,,
37,2017,Pedido de Informação,"Solicita informações sobre Loteamento Nossa Senhora Aparecida, do Bairro Santa Luzia.",Arquivada,Dr. Fiorilo,PEDIF,61063,,,
36,2017,Pedido de Informação,Solicita informações sobre ampliação do sistema de esgotamento sanitário na região nordeste de Juiz de Fora.,Arquivada,Júlio Obama Jr.,PEDIF,61062,,,
35,2017,Pedido de Informação,Solicita informações sobre vagas nas creches no município de Juiz de Fora.,Arquivada,Júlio Obama Jr.,PEDIF,61061,,,
34,2017,Pedido de Informação,Solicita à Prefeitura informações sobre situação das instituições de acolhimento de Juiz de Fora,Arquivada,Júlio Obama Jr.,PEDIF,61044,,,
33,2017,Pedido de Informação,Solicita pedido de informação sobre a arrecadação do Imposto Sobre Serviço (ISS).,Arquivada,Cido Reis,PEDIF,61043,,,
32,2017,Pedido de Informação,Solicita informações sobre a UAPS do Bairro Bandeirantes.,Arquivada,Charlles Evangelista,PEDIF,60674,,,
31,2017,Pedido de Informação,Solicita informação junto a Secretaria Municipal de Recursos Humanos sobre recolhimento de depósito previdenciário de funcionário público.,Arquivada,Betão,PEDIF,60673,,,
30,2017,Pedido de Informação,Solicita informação junto a secretaria de Educação a respeito de gastos com aluno na rede municipal de ensino de Juiz de Fora,Arquivada,Charlles Evangelista,PEDIF,60509,,,
29,2017,Pedido de Informação,Solicita informações a respeito da linha de ônibus 538,Arquivada,Dr. Fiorilo,PEDIF,60508,,,
28,2017,Pedido de Informação,"Solicita informações junto a prefeitura a respeito do campo do Lacet, bairro Dom Bosco",Arquivada,Betão,PEDIF,60507,,,
27,2017,Pedido de Informação,"Solicita informações a respeito do aparelho de raio X, do PAI(Pronto Atendimento Infantil)",Arquivada,Dr. Adriano Miranda,PEDIF,60430,,,
26,2017,Pedido de Informação,"Solicita informação a respeito do asfaltamento da rua Afonso Garcia, Maria Catarina Barbosa,Padre Gabriel Vancouver, José Nicolau do Nascimento, Evaristo da Veiga, Taizo Kitamura e Helena Antipoff.",Arquivada,Kennedy Ribeiro,PEDIF,60232,,,
25,2017,Pedido de Informação,"Solicita informações a respeito da vistoria da Defesa Civil, BO -299-1/17 a respeito de uma erosão no terreno da Prefeitura na rua Trevisani, bairro Parque Independência",Arquivada,Vagner de Oliveira,PEDIF,60231,,,
24,2017,Pedido de Informação,Solicita que nos informe acerca dos contratos administrativos existente entre a Prefeitura Municipal de Juiz de Fora e empresas prestadoras de serviços gerais e de atendimento ao público.,Arquivada,Vagner de Oliveira,PEDIF,60017,,,
23,2017,Pedido de Informação,"Solicita informações sobre um terreno abandonado em frente a Escola Estadual Dilermando Costa Cruz, Rua Diva Garcia n° 2171, Bairro Linhares.",Arquivada,Cido Reis,PEDIF,60018,,,
22,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Jardim de Alá.,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61638,,,
22,2017,Pedido de Informação,"Solicita informações sobre os profissionais não docentes das instituições de Educação Infantil, públicas e privadas.",Arquivada,Sargento Mello Casal,PEDIF,60020,,,
21,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre UAPS do Bairro Industrial.,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61637,,,
21,2017,Pedido de Informação,"Solicita que nos informe acerca da emenda parlamentar destinada pela Deputada Federal Margarida Salomão, que será utilizada para a construção de uma academia ao ar livre no Bairro Centenário.",Arquivada,Luiz Otávio Fernandes Coelho - Pardal,PEDIF,59962,,,
20,2017,Pedido de Informação FiscalizaJF,Solicita pedido de informação junto ao Poder Executivo sobre a Praça Aristeu Augusto de Assis,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61618,,,
20,2017,Pedido de Informação,"Solicita que sejam prestadas todas as informações sobre a prestação de contas dos recursos financeiros repassados à Associação de Moradores do Bairro Carlos Chagas, nesta urbe, através Fundo Municipal de Incentivo a Organização Comunitária, enviando, inclusive, se possível, cópia de toda a documentação pertinente, dos últimos três anos.",Arquivada,Sargento Mello Casal,PEDIF,0,,,
19,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Praça Paulo de Souza Lamarca.,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61635,,,
19,2017,Pedido de Informação,"Solicita que sejam prestadas todas as informações sobre o procedimento adotado para implantação do sistema de área azul no bairro Santa Terezinha nesta urbe, enviando, inclusive, se possível, cópia de toda a documentação pertinente.",Arquivada,Sargento Mello Casal,PEDIF,59999,,,
18,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a UAPS do Bairro Santa Rita de Cássia.,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61634,,,
18,2017,Pedido de Informação,"Solicita informação sobre sobre o funcionamento referente ao acionamento das ambulâncias do STIH (SERVIÇO DE TRANSPORTE INTER HOSPITALAR) quando do surgimento de vagas em hospitais para pacientes que estão aguardando nas UPAS ou UAPS, vagas para internação ou exames nos hospitais conveniados, tendo em vista a demora em até 12 hrs de espera sem que houvesse justificativa.",Arquivada,Sargento Mello Casal,PEDIF,0,,,
17,2017,Pedido de Informação FiscalizaJF,Solicita informação junto a Prefeitura sobre a UAPS do bairro Santa Cruz,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61057,,,
17,2017,Pedido de Informação,"Solicita informação sobre o andamento do processo para o desmembramento do anexo da Escola Municipal Maria Catarina Barbosa, localizada no Bairro Miguel Marinho, Rua Iolanda Falei Ronzani, número 3.",Arquivada,Kennedy Ribeiro,PEDIF,60031,,,
16,2017,Pedido de Informação FiscalizaJF,Solicita informação sobre a Escola Municipal Fernão Dias Paes,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61059,,,
16,2017,Pedido de Informação,Solicita informações sobre o plano nacional de educação.,Arquivada,Dr. Fiorilo,PEDIF,59343,,,
15,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Maria José Villela.,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61058,,,
15,2017,Pedido de Informação,"Solicita informação referente a imóvel na rua Goiás nº 392, bairro São Bernardo",Arquivada,Wanderson Castelar,PEDIF,59292,,,
14,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Marília de Dirceu.,Arquivada,Mesa Diretora - biênio 2017/2018,PEDFF,61060,,,
14,2017,Pedido de Informação,"Solicita informações sobre quando começará a reforma da Unidade Básica de Saúde de Benfica, antiga Policlínica de Benfica.",Arquivada,Kennedy Ribeiro,PEDIF,0,,,
13,2017,Pedido de Informação FiscalizaJF,"Solicita informações a respeito da Escola Municipal Professor Oscar Schmidt, bairro Santa Rita de Cássia",Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,61055,,,
13,2017,Pedido de Informação,Solicita informações a respeito do motivo da retirada de parte dos bancos localizados no Parque Halfeld.,Arquivada,Kennedy Ribeiro,PEDIF,59294,,,
12,2017,Pedido de Informação FiscalizaJF,Solicita que fiscalize as condições gerais dos equipamentos da UAPS do bairro Esplanada,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,61056,,,
12,2017,Pedido de Informação,Solicita informações sobre a ETE.,Arquivada,Charlles Evangelista,PEDIF,59293,,,
11,2017,Pedido de Informação FiscalizaJF,"Solicita informações a respeito da Escola Municipal Álvaro Braga, bairro Dom Bosco",Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,60233,,,
11,2017,Pedido de Informação,"Solicita andamento do processo seletivo interno (de promoção por mérito), edital 275/2013, finalizado em Abril/16, contemplando diversas categorias.",Arquivada,Dr. Adriano Miranda,PEDIF,59291,,,
10,2017,Pedido de Informação FiscalizaJF,Solicita informações a respeito da UAPS- Bairro Progresso,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,60236,,,
10,2017,Pedido de Informação,"Solicita informações referente ao bem móvel, aeronave localizada no Museu Mariano Procópio d Juiz de Fora",Arquivada,Sargento Mello Casal,PEDIF,59290,,,
9,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal João Evangelista de Assis.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59915,,,
9,2017,Pedido de Informação,Solicita informações a respeito de instalação de um semáforo no local conhecido como Corte de Pedra,Arquivada,Luiz Otávio Fernandes Coelho - Pardal,PEDIF,59289,,,
8,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Helena de Almeida Fernandes.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59913,,,
8,2017,Pedido de Informação,Solicita informações junto ao Executivo sobre o incentivo ao cultivo da Citronela,Arquivada,André Mariano,PEDIF,59287,,,
7,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Maria Aládia Sant'Ana.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59877,,,
7,2017,Pedido de Informação,Solicita informações sobre a sinalização horizontal ao longo da Av. Barão do Rio Branco referente ao trecho reservado para a ciclorrota.,Arquivada,Dr. Fiorilo,PEDIF,59286,,,
6,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Gilberto de Alencar.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59876,,,
6,2017,Pedido de Informação,Solicita informações sobre o estacionamento dos coletivos.,Arquivada,Dr. Fiorilo,PEDIF,59285,,,
5,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Lions Centro.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59875,,,
5,2017,Pedido de Informação,Solicita informações referentes ao banheiro público do Parque Halfeld,Arquivada,Dr. Fiorilo,PEDIF,59283,,,
4,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Praça Nossa Senhora de Fátima.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59874,,,
4,2017,Pedido de Informação,"Solicita informações sobre a construção da ciclovia na avenida Brasil, que contempla desde o inicio do Acesso Norte até o bairro Santa Terezinha.",Arquivada,Kennedy Ribeiro,PEDIF,58549,,,
3,2017,Pedido de Informação FiscalizaJF,Solicita informações sobre a Escola Municipal Doutor Dilermando Martin.,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59873,,,
3,2017,Pedido de Informação,"Solicita informação sobre o o itinerário e cumprimento dos horários da linha 139, no bairro Renascença.",Arquivada,Wanderson Castelar,PEDIF,59282,,,
2,2017,Pedido de Informação FiscalizaJF,Solicita informação do Restaurante Popular Yeda Duarte Gomes,Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59296,,,
2,2017,Pedido de Informação,"Solicita Praça Pública na confluência da Rua Ibitiguaia com Av. Santa Luzia, em frente ao Santuário, no Bairro Santa Luzia.",Arquivada,Dr. Fiorilo,PEDIF,58362,,,
1,2017,Pedido de Informação FiscalizaJF,"Solicita informações referentes a praça Adalberto Landau, bairro Industrial",Arquivada,"Dr. Antônio Aguiar, Rodrigo Mattos, Delegada Sheila",PEDFF,59295,,,
1,2017,Pedido de Informação,Solicita informações sobre as Clínicas Terapêuticas da cidade.,Arquivada,Cido Reis,PEDIF,58361,,,
